Class,Title,Instructor,Cr Hrs,Type,Enroll,Limit,Bld,Room,Requested Bld,Requested Room,Day,Start,Stop,Notes,Unit Dept,Start Mtg Dt,End Mtg Dt
CAS PH310 A1,Hist Modern Ph,Weiss,4,Independent,9,30,CAS,225,STH,113,"Mon,Wed,Fri", 1:00pm, 2:00pm,,20217,1/20/2016,4/29/2016
CAS PH310 B1,Hist Modern Ph,Webb,4,Independent,14,30,PSY,B39,PSY,B39,"Tue,Thu", 9:30am,11:00am,,20217,1/19/2016,4/28/2016
CAS PH350 A1,Hist of Ethics,Garrett,4,Independent,7,24,STH,541,CAS,204A,"Mon,Wed,Fri", 1:00pm, 2:00pm,,,1/20/2016,4/29/2016
CAS PH360 A1,Logic,Floyd,4,Independent,18,40,CAS,203,CAS,235,"Tue,Thu",11:00am,12:30pm,Mts w/GRS PH633,20217,1/19/2016,4/28/2016
CAS PH406 A1,Aristotle 2,Roochnik,4,Independent,12,15,STH,541,STH,541,Mon, 6:00pm, 9:00pm,Mts w/GRS PH606,,1/25/2016,4/25/2016
CAS PH416 A1,Hegel,Speight,4,Independent,3,15,STH,525,STH,525,Tue, 2:00pm, 5:00pm,Mts w/GRS PH616,,1/19/2016,4/26/2016
CAS PH424 A1,Wittgenstein,Floyd,4,Independent,7,15,STH,525,STH,525,Thu, 2:00pm, 5:00pm,Mts w/GRS PH624,20217,1/21/2016,4/28/2016
CAS PH440 A1,Metaphysics,Dahlstrom,4,Independent,16,20,EPC,206,STH,525,Mon, 3:00pm, 6:00pm,Mts w/GRS PH640,20217,1/25/2016,4/25/2016
CAS PH443 A1,Phil of Mind,Hopp,4,Independent,11,15,STH,541,STH,541,"Tue,Thu", 9:30am,11:00am,Mts w/GRS PH643,,1/19/2016,4/28/2016
CAS PH452 A1,Eth Health Care,Powell,4,Independent,7,15,STH,525,STH,525,"Tue,Thu", 9:30am,11:00am,Mts w/GRS PH652,20217,1/19/2016,4/28/2016
CAS PH454 A1,Liberty&Justice,Swanson,4,Independent,8,12,CAS,229,CAS,225,"Tue,Thu", 3:30pm, 5:00pm,Mts w/CAS PO392,20217,1/19/2016,4/28/2016
CAS PH458 A1,Crime & Punish,Sreedhar,4,Independent,10,10,STH,541,STH,541,Tue, 5:00pm, 8:00pm,"Mts w/CAS PO497, Class Full",,1/19/2016,4/26/2016
CAS PH462 A1,Found of Math,Kanamori,4,Independent,1,5,CAS,201,SOC,B59,"Tue,Thu",11:00am,12:30pm,Mts w/CAS MA532 Mts w/GRS PH662,20217,1/19/2016,4/28/2016
CAS PO141 A1,Intro Pub Pol,Krimmel,4,Lecture,38,180,CAS,522,CAS,522,"Tue,Thu",11:00am,12:30pm,,20212,1/19/2016,4/28/2016
CAS PO141 B1,Intro Pub Pol,Krimmel,0,Discussion,4,20,COM,210,COM,210,Fri, 9:00am,10:00am,,20212,1/22/2016,4/29/2016
CAS PO141 C1,Intro Pub Pol,Krimmel,0,Discussion,5,20,PSY,B40,KCB,201,Fri,10:00am,11:00am,,20212,1/22/2016,4/29/2016
CAS PO141 D1,Intro Pub Pol,Krimmel,0,Discussion,12,20,PSY,B40,PSY,B42,Fri,11:00am,12:00pm,,20212,1/22/2016,4/29/2016
CAS PO141 E1,Intro Pub Pol,Krimmel,0,Discussion,3,20,CAS,212,CAS,425,Fri, 9:00am,10:00am,,20212,1/22/2016,4/29/2016
CAS PO141 F1,Intro Pub Pol,Krimmel,0,Discussion,1,20,PHO,202,STH,319,Fri,10:00am,11:00am,,20212,1/22/2016,4/29/2016
CAS PO141 G1,Intro Pub Pol,Krimmel,0,Discussion,2,20,SED,406,SED,406,Fri,11:00am,12:00pm,,20212,1/22/2016,4/29/2016
CAS PO141 H1,Intro Pub Pol,Krimmel,0,Discussion,8,20,CAS,220,CAS,220,Fri, 3:00pm, 4:00pm,,20212,1/22/2016,4/29/2016
CAS PO141 I1,Intro Pub Pol,Krimmel,0,Discussion,3,20,CAS,424,CAS,425,Fri, 3:00pm, 4:00pm,,20212,1/22/2016,4/29/2016
CAS PO141 J1,Intro Pub Pol,Krimmel,0,Discussion,0,20,CAS,318,CAS,318,Fri, 9:00am,10:00am,,20212,1/22/2016,4/29/2016
CAS PO171 A1,Intro to IR,Arreguin-Tof,4,Lecture,5,130,LAW,AUD,LAW,AUD,"Tue,Thu", 8:00am, 9:30am,Mts w/IR271 A1,20212,1/19/2016,4/28/2016
CAS PO171 B1,Intro to IR,Arreguin-Tof,0,Discussion,0,11,SED,406,CAS,237,Fri,10:00am,11:00am,Mts w/IR271 B1,20212,1/22/2016,4/29/2016
CAS PO171 B2,Intro to IR,Arreguin-Tof,0,Discussion,2,10,CAS,229,CAS,229,Fri, 9:00am,10:00am,Mts w/IR271 B2,20212,1/22/2016,4/29/2016
CAS PO171 C1,Intro to IR,Arreguin-Tof,0,Discussion,0,11,STH,113,STH,B20,Fri,10:00am,11:00am,Mts w/IR271 C1,20212,1/22/2016,4/29/2016
CAS PO171 C2,Intro to IR,Arreguin-Tof,0,Discussion,0,11,CAS,233,KCB,107,Fri,10:00am,11:00am,Mts w/IR271 C2,20212,1/22/2016,4/29/2016
CAS PO171 D1,Intro to IR,Arreguin-Tof,0,Discussion,1,10,CAS,424,KCB,103,Fri,11:00am,12:00pm,Mts w/IR271 D1,20212,1/22/2016,4/29/2016
CAS PO171 D2,Intro to IR,Arreguin-Tof,0,Discussion,0,11,MET,B02B,EPC,208,Fri,11:00am,12:00pm,Mts w/IR271 D2,20212,1/22/2016,4/29/2016
CAS PO171 E1,Intro to IR,Arreguin-Tof,0,Discussion,0,11,SAR,300,EPC,201,Fri,11:00am,12:00pm,Mts w/IR271 E1,20212,1/22/2016,4/29/2016
CAS PO171 F1,Intro to IR,Arreguin-Tof,0,Discussion,1,11,MUG,205,BRB,121,Fri, 2:00pm, 3:00pm,Mts w/IR271 F1,20212,1/22/2016,4/29/2016
CAS PO171 G1,Intro to IR,Arreguin-Tof,0,Discussion,0,11,BRB,121,BRB,121,Fri, 3:00pm, 4:00pm,Mts w/IR271 G1,20212,1/22/2016,4/29/2016
CAS PO191 A1,Intro Poltheory,Schmidt,4,Lecture,18,90,CAS,313,CAS,313,"Tue,Thu", 9:30am,11:00am,,20212,1/19/2016,4/28/2016
CAS PO191 B1,Intro Poltheory,Schmidt,0,Discussion,5,30,CAS,204B,CAS,204B,Fri, 9:00am,10:00am,,20212,1/22/2016,4/29/2016
CAS PO191 C1,Intro Poltheory,Schmidt,0,Discussion,9,30,CAS,228,CAS,B06A,Fri,10:00am,11:00am,,20212,1/22/2016,4/29/2016
CAS PO191 D1,Intro Poltheory,Schmidt,0,Discussion,4,30,STH,113,CAS,B06A,Fri,11:00am,12:00pm,,20212,1/22/2016,4/29/2016
CAS PO300 A1,Topics Am Pol,TBA,4,Independent,8,25,CAS,322,CAS,322,"Tue,Thu", 8:00am, 9:30am,,20212,1/19/2016,4/28/2016
CAS PO301 A1,Presidential Ld,Kriner,4,Independent,20,72,STH,B19,CAS,314,"Mon,Wed,Fri",11:00am,12:00pm,,,1/20/2016,4/29/2016
CAS PO304 A1,Judicial Proces,Glick,4,Independent,50,50,CAS,203,EPC,204,"Tue,Thu",12:30pm, 2:00pm,Class Full,,1/19/2016,4/28/2016
CAS PO309 A1,Women& Politics,Balser,4,Independent,12,12,CAS,B25A,CAS,223,Tue, 4:00pm, 7:00pm,"Mts w/CAS WS350, Class Full",20212,1/19/2016,4/26/2016
CAS PO321 A1,US Public Polcy,Martin,4,Independent,11,60,CAS,216,CAS,216,"Tue,Thu",11:00am,12:30pm,,,1/19/2016,4/28/2016
CAS PO325 A1,Compar Campaign,Boas,4,Independent,15,27,KCB,104,KCB,104,"Mon,Wed,Fri", 2:00pm, 3:00pm,Mts w/CAS IR302,,1/20/2016,4/29/2016
CAS PO328 A1,North-South Rel,Klinger,4,Independent,7,10,SED,210,,,"Mon,Wed,Fri", 2:00pm, 3:00pm,mts w/ir395,,1/20/2016,4/29/2016
CAS PO330 A1,Topics Comp Pol,TBA,4,Independent,3,20,PLS,312B,PLS,312B,Thu, 5:00pm, 8:00pm,,20212,1/21/2016,4/28/2016
CAS PO332 A1,Global Justice,Gerring,4,Independent,9,30,CAS,225,CAS,426,"Tue,Thu", 3:30pm, 5:00pm,,,1/19/2016,4/28/2016
CAS PO344 A1,Democracy,Perez,4,Independent,16,20,STH,B20,STH,B20,"Mon,Wed",12:00pm, 1:30pm,,20212,1/20/2016,4/27/2016
CAS PO350 A1,Pacif Challenge,Ye,4,Independent,4,10,CAS,B36,CAS,B36,"Mon,Wed,Fri",10:00am,11:00am,Mts w/IR275 A1,20212,1/20/2016,4/29/2016
CAS PO355 A1,South Asian IR,Miller,4,Independent,2,5,IRC,220,HAR,220,"Tue,Thu",12:30pm, 2:00pm,Mts w/CAS IR372,20212,1/19/2016,4/28/2016
CAS PO357 A1,Cause War&Peace,Cappella Zie,4,Independent,30,40,EPC,209,CAS,323A,"Tue,Thu", 9:30am,11:00am,Mts w/CAS IR347,,1/19/2016,4/28/2016
CAS PO373 A1,Afr Pol Today,Woldemariam,4,Independent,4,15,STH,B22,,,"Mon,Wed,Fri",10:00am,11:00am,Mts w/CAS IR343,,1/20/2016,4/29/2016
CAS PO376 A1,Modern N Africa,Rollman,4,Independent,1,3,STH,441,,,"Mon,Wed", 6:00pm, 7:30pm,mts w/ir383,,1/20/2016,4/27/2016
CAS PO378 A1,Intl Hum Rights,Longman,4,Independent,14,40,EPC,205,EPC,205,"Tue,Thu",12:30pm, 2:00pm,Mts w/CAS IR352,,1/19/2016,4/28/2016
CAS PO380 A1,Topics in IR,TBA,4,Independent,9,20,CAS,208,STH,318,Thu, 3:00pm, 6:00pm,,,1/21/2016,4/28/2016
CAS PO392 A1,Modern Theory,Swanson,4,Independent,8,30,CAS,229,CAS,225,"Tue,Thu", 3:30pm, 5:00pm,Mts w/CAS PH454,20212,1/19/2016,4/28/2016
CAS PO396 A1,Phil of Sex&Gen,Sreedhar,4,Independent,15,15,CAS,235,CAS,203,"Tue,Thu",12:30pm, 2:00pm,"Mts w/CAS PH256, Class Full",,1/19/2016,4/28/2016
CAS PO497 A1,Crime & Punish,Sreedhar,4,Independent,5,5,STH,541,STH,541,Tue, 5:00pm, 8:00pm,"Mts w/CAS PH458, Class Full",,1/19/2016,4/26/2016
CAS PO503 A1,US in Mideast,Norton,4,Independent,2,10,SED,406,SED,208,Mon, 1:00pm, 4:00pm,"WebReg Restricted, Permission Required, Mts w/CAS IR503",20212,1/25/2016,4/25/2016
CAS PO505 A1,Readings Am Pol,Tbd,4,Independent,14,20,PSY,B35,COM,109,"Tue,Thu", 9:30am,11:00am,,20212,1/19/2016,4/28/2016
CAS PO506 A1,Separatn Powers,Kriner,4,Independent,18,20,CAS,212,CAS,426,Mon, 3:00pm, 6:00pm,,,1/25/2016,4/25/2016
CAS PO508 A1,Judic&Civil Lib,Glick,4,Independent,20,20,STH,319,STH,319,Tue, 5:00pm, 8:00pm,Class Full,20212,1/19/2016,4/26/2016
CAS PO528 A1,Pol Econ Indus,Martin,4,Independent,7,12,SED,208,CAS,318,Tue, 2:00pm, 5:00pm,Mts w/GRS IR723,,1/19/2016,4/26/2016
CAS PO533 A1,Glob Nationalsm,Greenfeld,4,Independent,2,15,STH,625,STH,625,Tue, 4:00pm, 7:00pm,,20212,1/19/2016,4/26/2016
CAS PO535 A1,European Integr,,4,Independent,Cancelled,Cancelled,,,,,Tue, 2:00pm, 5:00pm,mts w/IR550,,1/19/2016,4/26/2016
CAS PO536 A1,Social Europe,Schmidt,4,Independent,2,8,IRC,220,IRB,102,Mon, 1:00pm, 4:00pm,Mts w/IR551 A1,20212,1/25/2016,4/25/2016
CAS PO539 A1,Europ Pol&Cultr,Cazenave,4,Independent,4,5,CAS,530,CAS,530,Tue, 3:30pm, 6:30pm,Mts w/IR452 A1,20212,1/19/2016,4/26/2016
CAS PO542 A1,Immigration,Perez,4,Independent,16,20,COM,217,COM,111,Wed, 3:00pm, 6:00pm,,,1/20/2016,4/27/2016
CAS PO544 A1,Nordic Cntries,Corgan,4,Independent,3,4,IRB,102,,,"Tue,Thu",12:30pm, 2:00pm,Mts w/CAS IR552,,1/19/2016,4/28/2016
CAS PO548 A1,Pol Econ China,Ye,4,Independent,3,5,CAS,221,STH,B22,Wed, 1:00pm, 4:00pm,Mts w/IR527 A1,20212,1/20/2016,4/27/2016
CAS PO549 A1,Post-Mao China,Fewsmith,4,Independent,2,7,CAS,223,IRB,102,"Tue,Thu", 9:30am,11:00am,Mts w/IR585 A1,20212,1/19/2016,4/28/2016
CAS PO550 A1,Pub Purp-Asia,,4,Independent,Cancelled,Cancelled,,,IRC,220,"Tue,Thu", 9:30am,11:00am,Mts w/CAS IR520,20212,1/19/2016,4/28/2016
CAS PO551 A1,Postwar Japan,TBA,4,Independent,1,10,SED,210,SED,130,"Tue,Thu", 3:30pm, 5:00pm,,,1/19/2016,4/28/2016
CAS PO554 A1,Confl&Coop Asia,Miller,4,Independent,2,5,IRC,220,IRC,220,Wed, 9:00am,12:00pm,Mts w/CAS IR501,20212,1/20/2016,4/27/2016
CAS PO557 A1,Pol Ec Ntl Sec,Cappella Zie,4,Independent,Cancelled,Cancelled,,,PLS,312B,Thu,12:00pm, 3:00pm,Mts w/GRS IR610,,1/21/2016,4/28/2016
CAS PO561 A1,Lat Am Pol Part,Boas,4,Independent,1,15,KCB,104,FLR,121,"Mon,Wed",11:00am,12:30pm,Mts w/CAS IR502,,1/20/2016,4/27/2016
CAS PO569 A1,Money Guns Pwer,Cappella Zie,4,Independent,10,10,PLS,312B,,,Thu,12:00pm, 3:00pm,"Mts w/GRS IR630, Class Full",,1/21/2016,4/28/2016
CAS PO576 A1,for Pol Prc,Fewsmith,4,Independent,6,10,KCB,103,CAS,324,"Tue,Thu",11:00am,12:30pm,Mts w/IR577 A1,20212,1/19/2016,4/28/2016
CAS PO578 A1,US As Wor Power,Mayers,4,Independent,14,18,HIS,504,HIS,504,Mon, 3:00pm, 6:00pm,Mts w/GRS HI859,20212,1/25/2016,4/25/2016
CAS PO580 A1,Readings in IR,,4,Independent,Cancelled,Cancelled,,,,,Thu, 2:00pm, 5:00pm,,,1/21/2016,4/28/2016
CAS PO589 A1,Modern:Relig&IR,Menchik,4,Independent,0,3,CGS,123,,,Wed, 9:00am,12:00pm,Mts w/CAS IR561 Mts w/CAS RN561 Mts w/STH TX874,,1/20/2016,4/27/2016
CAS PS101 A1,Gen Psychology,Wells,4,Lecture,38,200,PHO,206,PHO,206,"Tue,Thu", 3:30pm, 5:00pm,,20220,1/19/2016,4/28/2016
CAS PS101 A2,Gen Psychology,Wells,0,Discussion,6,25,PSY,B47,PSY,B47,Wed,10:00am,11:00am,,20220,1/20/2016,4/27/2016
CAS PS101 A3,Gen Psychology,Wells,0,Discussion,7,25,PSY,B47,PSY,B47,Wed,11:00am,12:00pm,,20220,1/20/2016,4/27/2016
CAS PS101 A4,Gen Psychology,Wells,0,Discussion,3,25,PSY,B47,PSY,B47,Wed,12:00pm, 1:00pm,,20220,1/20/2016,4/27/2016
CAS PS101 A5,Gen Psychology,Wells,0,Discussion,9,25,PSY,B47,PSY,B47,Wed, 1:00pm, 2:00pm,,20220,1/20/2016,4/27/2016
CAS PS101 A6,Gen Psychology,Wells,0,Discussion,7,25,PSY,B47,PSY,B47,Wed, 2:00pm, 3:00pm,,20220,1/20/2016,4/27/2016
CAS PS101 A7,Gen Psychology,Wells,0,Discussion,1,25,PSY,B47,PSY,B47,Wed, 3:00pm, 4:00pm,,20220,1/20/2016,4/27/2016
CAS PS101 A8,Gen Psychology,Wells,0,Discussion,4,25,PSY,B47,PSY,B47,Wed, 4:00pm, 5:00pm,,20220,1/20/2016,4/27/2016
CAS PS101 A9,Gen Psychology,Wells,0,Discussion,2,25,PSY,B47,PSY,B47,Wed, 5:00pm, 6:00pm,,20220,1/20/2016,4/27/2016
CAS PS101 B1,Gen Psychology,TBA,4,Lecture,15,78,CAS,313,CAS,313,"Mon,Wed,Fri",10:00am,11:00am,,20220,1/20/2016,4/29/2016
CAS PS101 B2,Gen Psychology,TBA,0,Discussion,1,25,PSY,B47,PSY,B47,Tue, 9:00am,10:00am,,20220,1/19/2016,4/26/2016
CAS PS101 B3,Gen Psychology,TBA,0,Discussion,8,25,PSY,B47,PSY,B47,Tue,10:00am,11:00am,,20220,1/19/2016,4/26/2016
CAS PS101 B4,Gen Psychology,TBA,0,Discussion,3,25,PSY,B47,PSY,B47,Tue,11:00am,12:00pm,,20220,1/19/2016,4/26/2016
CAS PS101 B5,Gen Psychology,TBA,0,Discussion,3,16,PSY,B47,PSY,B47,Tue,12:00pm, 1:00pm,,20220,1/19/2016,4/26/2016
CAS PS101 C1,Gen Psychology,Phillips,4,Lecture,7,73,CAS,316,CAS,316,"Mon,Wed,Fri", 9:00am,10:00am,No Dis Section,20220,1/20/2016,4/29/2016
CAS PS101 D1,Gen Psychology,Ling,4,Lecture,5,100,CAS,211,CAS,211,"Tue,Thu", 8:00am, 9:30am,,20220,1/19/2016,4/28/2016
CAS PS101 D2,Gen Psychology,Ling,0,Discussion,1,25,PSY,B49,PSY,B49,Wed, 9:00am,10:00am,,20220,1/20/2016,4/27/2016
CAS PS101 D3,Gen Psychology,Ling,0,Discussion,1,25,PSY,B49,PSY,B49,Wed,10:00am,11:00am,,20220,1/20/2016,4/27/2016
CAS PS101 D4,Gen Psychology,Ling,0,Discussion,3,25,PSY,B49,PSY,B49,Wed,11:00am,12:00pm,,20220,1/20/2016,4/27/2016
CAS PS101 D5,Gen Psychology,Ling,0,Discussion,0,25,PSY,B49,PSY,B49,Wed,12:00pm, 1:00pm,,20220,1/20/2016,4/27/2016
CAS PS101 E1,Gen Psychology,Dunne,4,Lecture,10,100,CAS,224,CAS,224,"Mon,Wed,Fri", 3:00pm, 4:00pm,,20220,1/20/2016,4/29/2016
CAS PS101 E2,Gen Psychology,Dunne,0,Discussion,0,25,PSY,B41,PSY,B41,Fri, 8:00am, 9:00am,,20220,1/22/2016,4/29/2016
CAS PS101 E3,Gen Psychology,Dunne,0,Discussion,0,25,PSY,B41,PSY,B41,Fri, 9:00am,10:00am,,20220,1/22/2016,4/29/2016
CAS PS101 E4,Gen Psychology,Dunne,0,Discussion,1,25,PSY,B41,PSY,B41,Fri,10:00am,11:00am,,20220,1/22/2016,4/29/2016
CAS PS101 E5,Gen Psychology,Dunne,0,Discussion,9,25,PSY,B41,PSY,B41,Fri,11:00am,12:00pm,,20220,1/22/2016,4/29/2016
CAS PS101 F1,Gen Psychology,Dunne,4,Lecture,15,60,CAS,316,CAS,316,"Mon,Wed,Fri", 4:00pm, 5:00pm,No Dis Section,20220,1/20/2016,4/29/2016
CAS PS211 A1,Exp Dsgn in Psy,Wells,4,Lecture,29,100,CAS,224,CAS,224,"Mon,Wed,Fri",10:00am,11:00am,Prereq: PS101,20220,1/20/2016,4/29/2016
CAS PS211 A2,Exp Dsgn in Psy,Wells,0,Discussion,9,25,PSY,B49,PSY,B49,Tue,11:00am,12:00pm,,20220,1/19/2016,4/26/2016
CAS PS211 A3,Exp Dsgn in Psy,Wells,0,Discussion,3,25,PSY,B49,PSY,B49,Tue,12:00pm, 1:00pm,,20220,1/19/2016,4/26/2016
CAS PS211 A4,Exp Dsgn in Psy,Wells,0,Discussion,11,25,PSY,B49,PSY,B49,Tue, 1:00pm, 2:00pm,,20220,1/19/2016,4/26/2016
CAS PS211 A5,Exp Dsgn in Psy,Wells,0,Discussion,5,25,PSY,B49,PSY,B49,Tue, 2:00pm, 3:00pm,,20220,1/19/2016,4/26/2016
CAS PS212 A1,Brainsci Matlab,Yazdanbakhsh,4,Independent,4,4,CAS,327,,,"Tue,Thu", 3:30pm, 5:00pm,"Mts w/CAS NE212, Class Full",,1/19/2016,4/28/2016
,,,,,,,CAS,327,,,Wed, 5:00pm, 6:30pm,,,,
CAS PS222 A1,Psy of Perceptn,Kibbe,4,Lecture,40,100,CAS,B12,CAS,B12,"Tue,Thu", 5:00pm, 6:30pm,Prereq: PS101,20220,1/19/2016,4/28/2016
CAS PS222 A2,Psy of Perceptn,Kibbe,0,Discussion,9,25,PSY,B45,PSY,B35,Fri,10:00am,11:00am,,20220,1/22/2016,4/29/2016
CAS PS222 A3,Psy of Perceptn,Kibbe,0,Discussion,13,25,PSY,B39,PSY,B35,Fri,11:00am,12:00pm,,20220,1/22/2016,4/29/2016
CAS PS222 A4,Psy of Perceptn,Kibbe,0,Discussion,13,25,PSY,B35,PSY,B35,Fri,12:00pm, 1:00pm,,20220,1/22/2016,4/29/2016
CAS PS222 A5,Psy of Perceptn,Kibbe,0,Discussion,6,25,PSY,B49,PSY,B35,Fri, 1:00pm, 2:00pm,,20220,1/22/2016,4/29/2016
CAS PS231 A1,Physiologl Psy,Liederman,4,Lecture,10,100,CAS,B12,CAS,B12,"Tue,Thu",11:00am,12:30pm,Prereq: PS101 Students will receive credit for PS 231 or NE 101 but not both,20220,1/19/2016,4/28/2016
CAS PS231 A2,Physiologl Psy,Liederman,0,Discussion,1,25,PSY,B49,PSY,B49,Fri, 9:00am,10:00am,,20220,1/22/2016,4/29/2016
CAS PS231 A3,Physiologl Psy,Liederman,0,Discussion,3,25,PSY,B49,PSY,B49,Fri,10:00am,11:00am,,20220,1/22/2016,4/29/2016
CAS PS231 A4,Physiologl Psy,Liederman,0,Discussion,3,25,PSY,B49,PSY,B49,Fri,11:00am,12:00pm,,20220,1/22/2016,4/29/2016
CAS PS231 A5,Physiologl Psy,Liederman,0,Discussion,2,25,PSY,B49,PSY,B49,Fri,12:00pm, 1:00pm,,20220,1/22/2016,4/29/2016
CAS PS231 B1,Physiologl Psy,Caine,4,Lecture,96,100,CAS,224,CAS,224,"Mon,Wed,Fri", 1:00pm, 2:00pm,Prereq: PS101 Students will receive credit for PS 231 or NE 101 but not both,20220,1/20/2016,4/29/2016
CAS PS231 B2,Physiologl Psy,Caine,0,Discussion,13,25,PSY,B45,PSY,B45,Thu, 9:00am,10:00am,,20220,1/21/2016,4/28/2016
CAS PS231 B3,Physiologl Psy,Caine,0,Discussion,25,25,PSY,B53,PSY,B45,Thu,10:00am,11:00am,Class Full,20220,1/21/2016,4/28/2016
CAS PS231 B4,Physiologl Psy,Caine,0,Discussion,25,25,PSY,B33,PSY,B45,Thu,11:00am,12:00pm,Class Full,20220,1/21/2016,4/28/2016
CAS PS231 B5,Physiologl Psy,Caine,0,Discussion,25,25,PSY,B45,PSY,B45,Thu,12:00pm, 1:00pm,Class Full,20220,1/21/2016,4/28/2016
CAS PS234 A1,Psych of Learn,TBA,4,Lecture,55,80,CAS,211,CAS,211,"Mon,Wed,Fri",11:00am,12:00pm,Prereq: PS101 Mts w/CAS NE234,20220,1/20/2016,4/29/2016
CAS PS234 A2,Psych of Learn,TBA,0,Discussion,17,20,PSY,B51,PSY,B51,Thu,10:00am,11:00am,Mts w/CAS NE234,20220,1/21/2016,4/28/2016
CAS PS234 A3,Psych of Learn,TBA,0,Discussion,12,20,PSY,B37,PSY,B51,Thu,11:00am,12:00pm,Mts w/CAS NE234,20220,1/21/2016,4/28/2016
CAS PS234 A4,Psych of Learn,TBA,0,Discussion,10,20,PSY,B37,PSY,B51,Thu,12:00pm, 1:00pm,Mts w/CAS NE234,20220,1/21/2016,4/28/2016
CAS PS234 A5,Psych of Learn,TBA,0,Discussion,15,20,PSY,B51,PSY,B51,Thu, 1:00pm, 2:00pm,Mts w/CAS NE234,20220,1/21/2016,4/28/2016
CAS PS241 A1,Dev Psychology,Blake,4,Lecture,27,100,CAS,B12,CAS,211,"Tue,Thu", 9:30am,11:00am,Prereq: PS101,20220,1/19/2016,4/28/2016
CAS PS241 A2,Dev Psychology,Blake,0,Discussion,11,25,PSY,B47,PSY,B47,Thu,11:00am,12:00pm,,20220,1/21/2016,4/28/2016
CAS PS241 A3,Dev Psychology,Blake,0,Discussion,1,25,PSY,B47,PSY,B47,Thu,12:00pm, 1:00pm,,20220,1/21/2016,4/28/2016
CAS PS241 A4,Dev Psychology,Blake,0,Discussion,8,25,PSY,B47,PSY,B47,Thu, 1:00pm, 2:00pm,,20220,1/21/2016,4/28/2016
CAS PS241 A5,Dev Psychology,Blake,0,Discussion,6,25,PSY,B47,PSY,B47,Thu, 2:00pm, 3:00pm,,20220,1/21/2016,4/28/2016
CAS PS241 B1,Dev Psychology,Carrillo,4,Lecture,14,60,EPC,205,EPC,205,"Mon,Wed,Fri", 2:00pm, 3:00pm,Prereq: PS101,20220,1/20/2016,4/29/2016
CAS PS241 C1,Dev Psychology,Kelemen,4,Lecture,12,100,CAS,B12,SAR,102,"Tue,Thu", 2:00pm, 3:30pm,Prereq: PS101,20220,1/19/2016,4/28/2016
CAS PS241 C2,Dev Psychology,Kelemen,0,Discussion,6,25,PSY,B39,PSY,B39,Fri, 1:00pm, 2:00pm,,20220,1/22/2016,4/29/2016
CAS PS241 C3,Dev Psychology,Kelemen,0,Discussion,5,25,PSY,B39,PSY,B39,Fri, 2:00pm, 3:00pm,,20220,1/22/2016,4/29/2016
CAS PS241 C4,Dev Psychology,Kelemen,0,Discussion,1,25,PSY,B39,PSY,B39,Fri, 3:00pm, 4:00pm,,20220,1/22/2016,4/29/2016
CAS PS241 C5,Dev Psychology,Kelemen,0,Discussion,0,25,PSY,B39,PSY,B39,Fri, 4:00pm, 5:00pm,,20220,1/22/2016,4/29/2016
CAS PS251 A1,Psy of Personal,Shim,4,Lecture,27,200,CAS,522,CAS,522,"Mon,Wed,Fri",12:00pm, 1:00pm,Prereq: PS101,20220,1/20/2016,4/29/2016
CAS PS251 A2,Psy of Personal,Shim,0,Discussion,1,25,PSY,B47,PSY,B47,Fri, 8:00am, 9:00am,,20220,1/22/2016,4/29/2016
CAS PS251 A3,Psy of Personal,Shim,0,Discussion,4,25,PSY,B47,PSY,B47,Fri, 9:00am,10:00am,,20220,1/22/2016,4/29/2016
CAS PS251 A4,Psy of Personal,Shim,0,Discussion,7,25,PSY,B47,PSY,B47,Fri,10:00am,11:00am,,20220,1/22/2016,4/29/2016
CAS PS251 A5,Psy of Personal,Shim,0,Discussion,10,25,PSY,B47,PSY,B47,Fri,11:00am,12:00pm,,20220,1/22/2016,4/29/2016
CAS PS251 A6,Psy of Personal,Shim,0,Discussion,3,25,PSY,B47,PSY,B47,Fri, 1:00pm, 2:00pm,,20220,1/22/2016,4/29/2016
CAS PS251 A7,Psy of Personal,Shim,0,Discussion,2,25,PSY,B47,PSY,B47,Fri, 2:00pm, 3:00pm,,20220,1/22/2016,4/29/2016
CAS PS251 A8,Psy of Personal,Shim,0,Discussion,0,25,PSY,B47,PSY,B47,Fri, 3:00pm, 4:00pm,,20220,1/22/2016,4/29/2016
CAS PS251 A9,Psy of Personal,Shim,0,Discussion,0,25,PSY,B47,PSY,B47,Fri, 4:00pm, 5:00pm,,20220,1/22/2016,4/29/2016
CAS PS251 B1,Psy of Personal,Shim,4,Lecture,6,100,CAS,211,CAS,211,"Mon,Wed,Fri", 2:00pm, 3:00pm,Prereq: PS101,20220,1/20/2016,4/29/2016
CAS PS251 B2,Psy of Personal,Shim,0,Discussion,1,25,PSY,B53,PSY,B53,Fri, 9:00am,10:00am,,20220,1/22/2016,4/29/2016
CAS PS251 B3,Psy of Personal,Shim,0,Discussion,0,25,PSY,B37,PSY,B53,Fri,10:00am,11:00am,,20220,1/22/2016,4/29/2016
CAS PS251 B4,Psy of Personal,Shim,0,Discussion,2,25,PSY,B45,PSY,B53,Fri,11:00am,12:00pm,,20220,1/22/2016,4/29/2016
CAS PS251 B5,Psy of Personal,Shim,0,Discussion,2,25,PSY,B53,PSY,B53,Fri,12:00pm, 1:00pm,,20220,1/22/2016,4/29/2016
